scenario,node,lon,lat
OSM_LARGE,375,-3.192034,55.948349
OSM_LARGE,376,-3.192021,55.943605
OSM_LARGE,377,-3.192004,55.949534
OSM_LARGE,378,-3.191974,55.948248
OSM_LARGE,379,-3.191971,55.950718
OSM_LARGE,380,-3.191944,55.946051
OSM_LARGE,381,-3.191943,55.949544
OSM_LARGE,382,-3.191909,55.94814
OSM_LARGE,383,-3.191909,55.949551
OSM_LARGE,384,-3.191891,55.946037
OSM_LARGE,385,-3.191888,55.949517
OSM_LARGE,386,-3.191873,55.947318
OSM_LARGE,387,-3.191856,55.949471
OSM_LARGE,388,-3.191845,55.947306
OSM_LARGE,389,-3.191832,55.946028
OSM_LARGE,390,-3.191831,55.94801
OSM_LARGE,391,-3.191824,55.947295
OSM_LARGE,392,-3.191806,55.947284
OSM_LARGE,393,-3.191801,55.947961
OSM_LARGE,394,-3.191792,55.950756
OSM_LARGE,395,-3.191758,55.946023
OSM_LARGE,396,-3.191731,55.950771
OSM_LARGE,397,-3.191679,55.94602
OSM_LARGE,398,-3.191674,55.950786
OSM_LARGE,399,-3.191673,55.947747
OSM_LARGE,400,-3.191638,55.94602
OSM_LARGE,401,-3.191636,55.946047
OSM_LARGE,402,-3.191634,55.945262
OSM_LARGE,403,-3.191634,55.948256
OSM_LARGE,404,-3.191632,55.950798
OSM_LARGE,405,-3.191617,55.947653
OSM_LARGE,406,-3.191617,55.951535
OSM_LARGE,407,-3.191607,55.951515
OSM_LARGE,408,-3.191603,55.946019
OSM_LARGE,409,-3.191581,55.946654
OSM_LARGE,410,-3.191581,55.950813
OSM_LARGE,411,-3.191561,55.946679
OSM_LARGE,412,-3.191552,55.946701
OSM_LARGE,413,-3.191549,55.949626
OSM_LARGE,414,-3.191539,55.950827
OSM_LARGE,415,-3.191533,55.949587
OSM_LARGE,416,-3.191528,55.948276
OSM_LARGE,417,-3.191522,55.949526
OSM_LARGE,418,-3.191516,55.945993
OSM_LARGE,419,-3.191514,55.94602
OSM_LARGE,420,-3.191513,55.946049
OSM_LARGE,421,-3.191495,55.949637
OSM_LARGE,422,-3.191494,55.946719
